,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
288,Baruun-Urt,99,MN,1586901791,31,46.68,113.28,46.99,9.48
289,Luwuk,90,ID,1586901791,69,-0.95,122.79,81.12,2.53
290,Río Gallegos,22,AR,1586901709,36,-51.62,-69.22,60.8,3.36
291,Meadow Lake,20,US,1586901791,12,34.8,-106.54,57.0,18.34
292,Aklavik,75,CA,1586901791,69,68.22,-135.01,35.6,3.36
293,Severo-Yeniseyskiy,0,RU,1586901791,79,60.37,93.04,31.69,2.48
294,Zhigansk,3,RU,1586901792,90,66.77,123.37,10.51,17.76
295,Yagodnoye,100,RU,1586901792,87,62.55,149.67,8.26,2.93
296,Pemba,40,MZ,1586901792,83,-12.97,40.52,82.4,3.36
297,Port Hardy,40,CA,1586901620,55,50.7,-127.42,60.8,12.75
298,Sítio Novo do Tocantins,100,BR,1586901628,93,-5.52,-47.46,71.62,3.83
299,Pevek,55,RU,1586901792,91,69.7,170.31,8.8,0.96
300,Tuatapere,100,NZ,1586901792,94,-46.13,167.68,44.01,4.0
301,Okhotsk,21,RU,1586901792,93,59.38,143.3,22.95,8.72
302,Taunggyi,0,MM,1586901792,40,20.78,97.03,60.42,2.42
303,Cap Malheureux,75,MU,1586901792,83,-19.98,57.61,78.01,14.99
304,Svetlaya,94,RU,1586901792,89,46.54,138.33,33.31,6.13
305,Saint-François,0,FR,1586901792,48,46.42,3.91,44.6,6.93
306,Pemberton,75,CA,1586901792,32,50.32,-122.8,55.4,5.82
307,Batyrevo,37,RU,1586901792,73,55.07,47.61,46.17,10.25
308,Kalmunai,7,LK,1586901792,79,7.42,81.82,81.12,2.46
309,Ambilobe,68,MG,1586901792,79,-13.2,49.05,74.48,6.38
310,Gunjur,89,GM,1586901792,61,13.2,-16.73,77.0,10.29
311,San Quintín,0,MX,1586901792,66,30.48,-115.95,65.37,13.73
312,Dhārchula,80,IN,1586901792,34,29.85,80.53,60.28,6.96
313,Taoudenni,100,ML,1586901793,42,22.68,-3.98,81.18,9.8
314,Christchurch,3,NZ,1586901510,53,-43.53,172.63,52.0,11.41
315,Zhangye,61,CN,1586901793,19,38.93,100.45,54.82,3.69
316,Rubio,40,VE,1586901793,52,7.7,-72.36,87.8,16.11
317,Kenai,90,US,1586901793,69,60.55,-151.26,44.6,11.41
318,Mezen',97,RU,1586901793,87,65.85,44.24,35.02,13.09
319,Narsaq,40,GL,1586901793,88,60.92,-46.05,32.0,2.24
320,Akdepe,0,TM,1586901793,48,42.06,59.38,44.6,6.93
321,Qinnan,100,CN,1586901793,74,33.25,119.91,49.59,5.93
322,Khatanga,88,RU,1586901793,90,71.97,102.5,-5.96,4.94
323,Bosaso,49,SO,1586901793,67,11.28,49.18,83.95,2.26
324,Glazov,8,RU,1586901793,89,58.14,52.66,32.5,3.51
325,Yumen,2,CN,1586901793,26,40.28,97.2,54.43,6.31
326,Grand Gaube,75,MU,1586901793,83,-20.01,57.66,78.01,14.99
327,Cherskiy,82,RU,1586901793,95,68.75,161.3,8.13,10.25
328,Kamaishi,23,JP,1586901794,69,39.27,141.88,43.52,7.23
329,Beni,95,CD,1586901794,72,0.5,29.47,63.63,1.03
330,Douentza,91,ML,1586901794,12,15.0,-2.95,85.93,2.66
331,Ribeira do Pombal,51,BR,1586901789,60,-10.83,-38.54,79.29,5.95
332,Mujiayingzi,83,CN,1586901794,38,42.12,118.78,47.75,4.63
333,Itarema,96,BR,1586901794,78,-2.92,-39.92,78.48,3.78
334,Erzin,0,TR,1586901794,67,36.96,36.2,64.0,10.29
335,Yulara,10,AU,1586901667,26,-25.24,130.99,59.0,4.7
336,Lagoa,100,PT,1586901794,85,39.05,-27.98,52.84,19.82
337,Mogocha,1,RU,1586901794,85,53.73,119.77,27.27,3.8
338,Alice Springs,46,AU,1586901794,46,-23.7,133.88,53.6,4.7
339,Cabedelo,99,BR,1586901794,74,-6.98,-34.83,82.4,8.05
340,Xiangxiang,0,CN,1586901794,79,27.73,112.53,57.16,5.39
341,Goderich,89,CA,1586901614,45,43.75,-81.72,39.99,5.99
342,Makakilo City,75,US,1586901625,78,21.35,-158.09,80.6,5.82
343,Jalu,0,LY,1586901794,18,29.03,21.55,76.91,13.02
344,Hobyo,35,SO,1586901794,74,5.35,48.53,84.49,11.39
345,Noumea,74,NC,1586901606,78,-22.28,166.46,78.01,2.24
346,Petrykivka,75,UA,1586901795,93,48.73,34.64,41.0,17.9
347,Auki,19,SB,1586901795,75,-8.77,160.7,83.34,8.77
348,Nahavand,0,IR,1586901795,32,34.19,48.38,45.72,3.0
349,Lagunas,37,PE,1586901795,51,-5.23,-75.68,90.01,4.18
350,Yantal',0,RU,1586901795,84,56.85,105.25,31.42,1.88
351,Antofagasta,20,CL,1586901795,64,-23.65,-70.4,68.0,10.29
352,Prince George,75,CA,1586901605,87,53.92,-122.75,44.6,10.29
353,Alvarães,93,BR,1586901795,79,-3.22,-64.8,80.67,1.83
354,Teahupoo,17,PF,1586901795,62,-17.83,-149.27,89.6,5.82
355,Hualmay,21,PE,1586901795,66,-11.1,-77.61,76.37,9.82
356,Diébougou,37,BF,1586901795,27,10.97,-3.25,92.97,4.03
357,Burnie,100,AU,1586901796,92,-41.07,145.92,54.0,4.0
358,Tucumã,100,BR,1586901796,93,-0.18,-50.05,74.7,4.21
359,Nioki,18,CD,1586901544,71,-2.72,17.68,78.55,2.13
360,Bethanien,77,NA,1586901796,24,-26.5,17.16,56.53,5.75
361,Loukhi,100,RU,1586901796,94,66.08,33.04,33.73,7.02
362,Tarquinia,0,IT,1586901796,76,42.25,11.76,51.01,5.82
363,Tiksi,100,RU,1586901796,95,71.69,128.87,9.52,9.91
364,Owando,74,CG,1586901796,67,-0.48,15.9,77.95,1.45
365,Lovozero,100,RU,1586901796,90,68.0,35.01,35.55,10.89
366,Menongue,6,AO,1586901796,53,-14.66,17.69,65.46,3.33
367,Ixtapa,5,MX,1586901509,61,20.7,-105.2,77.0,14.99
368,Arcabuco,8,CO,1586901796,33,5.75,-73.44,64.58,6.04
369,Manzhouli,100,CN,1586901796,46,49.6,117.43,39.36,17.25
370,Egvekinot,100,RU,1586901796,93,66.32,-179.17,19.36,8.93
371,Dymer,86,UA,1586901796,64,50.79,30.3,35.6,8.95
372,Mitú,97,CO,1586901796,46,1.2,-70.17,90.46,2.8
373,Nanortalik,14,GL,1586901796,93,60.14,-45.24,30.18,7.47
374,Villa Carlos Paz,2,AR,1586901797,30,-31.42,-64.5,71.01,5.82
375,Bandar-e Lengeh,0,IR,1586901797,73,26.56,54.88,73.4,4.7
376,Santa Maria,77,BR,1586901797,68,-29.68,-53.81,59.05,4.85
377,Palo Alto,20,US,1586901522,25,37.44,-122.14,78.8,6.93
378,Bud,75,US,1586901797,33,39.45,-86.18,48.0,11.41
379,Marabu,75,MY,1586901797,94,4.41,114.01,78.8,6.93
380,Bac Lieu,27,VN,1586901582,79,9.29,105.72,81.07,13.53
381,Anloga,20,GH,1586901797,83,5.79,0.9,84.2,10.29
382,Beaumont,40,US,1586901600,43,30.09,-94.1,71.6,14.99
383,Bilma,85,NE,1586901797,11,18.69,12.92,86.45,9.06
384,Berlevåg,90,NO,1586901798,93,70.86,29.09,32.0,13.87
385,Douglas,90,US,1586901798,26,41.3,-96.17,46.99,11.41
386,Tinskoy,0,RU,1586901798,71,56.15,96.92,36.52,5.21
387,Camocim,40,BR,1586901543,80,-2.9,-40.84,77.54,3.78
388,Lisala,26,CD,1586901798,72,2.15,21.52,75.76,0.94
389,Grindavik,75,IS,1586901798,69,63.84,-22.43,39.2,19.46
390,Tanout,0,NE,1586901798,11,14.97,8.89,84.27,11.65
391,Meulaboh,73,ID,1586901798,81,4.14,96.13,78.69,4.83
392,Mahébourg,75,MU,1586901798,83,-20.41,57.7,78.01,14.99
393,Patan,90,NP,1586901798,87,27.67,85.33,60.8,3.36
394,Le Vauclin,75,MQ,1586901798,69,14.55,-60.84,82.99,13.87
395,Saint George,1,US,1586901798,13,37.1,-113.58,59.0,3.36
396,Bereda,97,ES,1586901798,100,43.27,-7.54,55.99,3.36
397,Caborca,0,MX,1586901798,24,30.58,-111.1,82.0,7.0
398,Saint-Augustin,51,CA,1586901798,70,51.23,-58.65,40.03,18.37
399,Øksfjord,40,NO,1586901799,69,70.24,22.35,33.8,17.22
400,Rantepao,100,ID,1586901799,71,-2.97,119.9,67.91,1.12
401,Dzaoudzi,20,YT,1586901799,78,-12.79,45.27,82.4,8.05
402,Tongren,0,CN,1586901799,75,27.72,109.19,56.53,2.8
403,Traverse City,75,US,1586901689,31,44.76,-85.62,33.8,17.22
404,Chivay,25,PE,1586901799,15,-15.64,-71.6,54.54,13.94
405,Barguzin,98,RU,1586901799,62,53.62,109.62,35.26,3.51
406,San Juan,3,AR,1586901799,21,-31.54,-68.54,75.13,5.1
407,Laguna,1,US,1586901799,15,38.42,-121.42,80.6,10.29
408,Lithakia,96,GR,1586901799,47,37.72,20.83,62.01,2.24
409,Furano,94,JP,1586901799,80,43.28,142.47,29.46,3.33
410,Emba,9,KZ,1586901799,59,48.83,58.14,40.21,9.42
411,Alexandria,0,EG,1586901627,72,31.22,29.96,62.6,5.82
412,Guerrero Negro,35,MX,1586901799,57,27.98,-114.06,68.32,14.32
413,Ceres,1,US,1586901799,20,37.59,-120.96,78.8,4.7
414,Springbok,43,ZA,1586901800,49,-29.66,17.89,48.25,6.17
415,Ola,100,RU,1586901800,94,59.58,151.28,21.72,3.69
416,Aguada de Pasajeros,0,CU,1586901800,66,22.39,-80.85,87.8,13.87
417,Ouadda,52,CF,1586901800,17,8.08,22.4,75.18,3.71
418,Avera,40,US,1586901800,44,33.19,-82.53,82.4,8.05
419,Kribi,100,CM,1586901800,85,2.95,9.92,81.16,6.35
420,Batié,30,BF,1586901800,34,9.88,-2.92,90.27,3.62
421,Klaksvík,100,FO,1586901800,93,62.23,-6.59,46.4,17.22
422,Falam,0,MM,1586901800,49,22.92,93.68,58.15,2.19
423,Alghero,0,IT,1586901800,93,40.56,8.32,57.2,4.7
424,Porto Velho,75,BR,1586901800,94,-8.76,-63.9,77.0,2.24
425,Udachny,0,RU,1586901800,66,66.42,112.4,10.4,6.71
426,Maracaçumé,100,BR,1586901800,97,-2.04,-45.96,72.81,3.76
427,Mnogovershinnyy,88,RU,1586901800,95,53.94,139.92,20.66,4.54
428,Aripuanã,26,BR,1586901800,84,-9.17,-60.63,81.93,1.61
429,Kemijärvi,99,FI,1586901800,97,66.71,27.43,26.96,2.26
430,Marabba,40,SD,1586901800,12,12.35,32.18,80.33,11.21
431,Gornyak,6,RU,1586901801,59,50.99,81.47,45.25,7.09
432,Muroto-misakicho,99,JP,1586901801,61,33.28,134.15,50.0,9.17
433,Emerald,0,AU,1586901550,82,-23.53,148.17,64.4,9.17
434,Fallon,40,US,1586901801,11,39.47,-118.78,60.8,8.05
435,Cururupu,100,BR,1586901801,94,-1.83,-44.87,74.46,2.48
436,Palmas Bellas,40,PA,1586901801,88,9.23,-80.09,81.0,8.05
437,Weligama,26,LK,1586901801,87,5.97,80.42,78.03,4.38
438,Thinadhoo,54,MV,1586901801,62,0.53,72.93,85.39,0.47
439,Khanbari,96,NP,1586901801,31,27.37,87.2,69.87,5.5
440,Port Blair,99,IN,1586901801,71,11.67,92.75,83.12,3.89
441,Stornoway,100,GB,1586901801,75,58.21,-6.39,46.4,13.87
442,Galesong,75,ID,1586901801,100,-5.32,119.37,77.0,2.24
443,Tkibuli,0,GE,1586901801,58,42.35,43.0,53.6,14.99
444,Katherine,33,AU,1586901801,88,-14.47,132.27,66.2,5.82
445,Calbuco,90,CL,1586901801,93,-41.77,-73.13,55.4,5.82
446,Sātkhira,40,BD,1586901802,88,22.72,89.1,80.6,8.05
447,Copiapó,40,CL,1586901763,63,-27.37,-70.33,66.2,8.05
448,Pangnirtung,20,CA,1586901802,78,66.15,-65.71,12.2,4.7
449,Sørland,100,NO,1586901802,84,67.67,12.69,38.03,21.21
450,La Asuncion,0,VE,1586901802,44,11.03,-63.86,95.0,18.34
451,Bandarbeyla,20,SO,1586901802,74,9.49,50.81,82.38,8.86
452,Lityn,76,UA,1586901802,74,49.33,28.08,34.81,9.64
453,Kem',100,RU,1586901802,92,64.96,34.58,33.71,10.78
454,Houma,40,US,1586901802,64,29.6,-90.72,75.2,13.87
455,Qui Nhon,96,VN,1586901605,84,13.77,109.23,75.25,6.22
456,Santana,90,BR,1586901752,100,-0.06,-51.18,77.0,12.75
457,Halifax,75,CA,1586901672,54,44.65,-63.57,59.0,10.29
458,Faya,20,SA,1586901802,88,18.39,42.45,64.4,6.93
459,Baykit,67,RU,1586901802,85,61.67,96.37,33.96,0.65
460,Lüderitz,88,NA,1586901802,72,-26.65,15.16,60.8,14.99
461,Raja,1,SS,1586901802,15,8.46,25.68,75.69,2.35
462,Kyshtovka,99,RU,1586901802,88,56.55,76.63,40.19,7.63
463,Nong Chik,85,TH,1586901802,82,6.84,101.18,80.4,9.13
464,Esmeraldas,44,BR,1586901802,73,-19.76,-44.31,73.4,11.41
465,Muros,20,ES,1586901802,93,42.78,-9.06,60.01,2.24
466,Port Macquarie,8,AU,1586901708,100,-31.43,152.92,63.0,5.39
467,Ponta Porã,0,BR,1586901803,60,-22.54,-55.73,68.0,9.17
468,Wick,100,GB,1586901803,70,58.43,-3.08,46.4,8.05
469,Kavaratti,4,IN,1586901676,72,10.57,72.64,84.25,7.47
470,Saýat,25,TM,1586901803,40,38.78,63.88,51.8,11.41
471,Tulare,1,US,1586901737,44,36.27,-118.8,78.01,4.7
472,Manado,40,ID,1586901803,94,1.49,124.85,75.2,1.12
473,Rockport,1,US,1586901803,41,28.02,-97.05,77.0,16.11
474,Xam Nua,42,LA,1586901803,70,20.42,104.04,58.37,1.25
475,Ilulissat,100,GL,1586901803,93,69.22,-51.1,27.09,2.42
476,Winneba,40,GH,1586901803,83,5.35,-0.62,84.2,12.75
477,Oriximiná,65,BR,1586901803,80,-1.77,-55.87,80.38,1.66
478,Dingle,5,PH,1586901803,85,11.0,122.67,77.4,5.46
479,Kathmandu,90,NP,1586901800,87,27.72,85.32,60.8,3.36
480,Coxim,69,BR,1586901803,74,-18.51,-54.76,79.93,4.92
481,Maïné Soroa,0,NE,1586901803,14,13.21,12.02,81.68,8.28
482,Jaipur,40,IN,1586901804,23,26.92,75.82,87.8,7.34
483,Murgab,75,TM,1586901804,76,37.5,61.97,50.0,13.87
484,Kalianget,12,ID,1586901804,75,-7.05,113.93,81.54,4.9
485,Tual,100,ID,1586901804,77,-5.67,132.75,81.68,6.31
486,Bilibino,57,RU,1586901804,85,68.05,166.44,9.57,1.39
487,Senno,22,RU,1586901804,89,59.53,33.92,32.67,5.75
488,Ukiah,1,US,1586901539,16,39.15,-123.21,78.8,4.7
489,Laizhou,68,CN,1586901804,57,37.18,119.93,53.06,6.11
490,Jaleshwar,1,NP,1586901804,32,26.65,85.8,82.96,4.97
491,Kabinda,81,CD,1586901804,71,-6.13,24.48,71.71,2.59
492,Chui,100,UY,1586901804,87,-33.7,-53.46,58.75,25.28
493,Shakhtinsk,0,KZ,1586901804,69,49.71,72.59,32.0,6.71
494,Rocha,100,UY,1586901687,90,-34.48,-54.33,57.45,24.07
495,Morant Bay,20,JM,1586901560,70,17.88,-76.41,86.0,18.34
496,Malakal,52,SS,1586901804,11,9.53,31.66,86.65,5.59
497,São Sebastião,100,BR,1586901670,75,-23.76,-45.41,76.62,5.93
498,Palmas,40,BR,1586901525,83,-10.21,-48.36,78.8,9.17
499,Port-Gentil,100,GA,1586901805,82,-0.72,8.78,82.08,7.23
500,Buchanan,20,LR,1586901805,88,5.88,-10.05,80.6,5.3
501,Horta,75,PT,1586901805,76,38.53,-28.63,53.6,17.22
502,Marsala,43,IT,1586901805,87,37.8,12.44,59.0,4.7
503,Norfolk,1,US,1586901805,30,42.17,-71.25,59.0,9.17
504,Najrān,40,SA,1586901805,56,17.49,44.13,73.4,1.32
505,Lukovetskiy,75,RU,1586901805,74,64.3,41.92,37.4,10.85
506,Otradnoye,75,RU,1586901805,98,59.78,30.82,34.0,4.47
507,Mangaldai,0,IN,1586901805,41,26.43,92.03,79.27,2.28
508,Huarmey,28,PE,1586901805,63,-10.07,-78.15,78.73,9.37
509,Qasigiannguit,100,GL,1586901805,94,68.82,-51.19,26.91,5.35
510,Tabuk,78,PH,1586901805,82,17.42,121.44,69.85,3.2
511,Dunedin,71,NZ,1586901790,69,-45.87,170.5,48.99,1.99
512,Adelaide,92,AU,1586901655,25,-34.93,138.6,70.0,11.41
513,Pyaozerskiy,100,RU,1586901805,94,65.83,31.17,32.47,4.54
514,Langsa,100,ID,1586901806,91,4.47,97.97,76.89,1.83
515,Pangoa,47,PE,1586901806,78,-12.12,-73.0,76.75,0.58
516,Keti Bandar,100,PK,1586901806,84,24.14,67.45,78.78,12.88
517,Rio Grande,99,BR,1586901779,83,-32.03,-52.1,60.01,4.0
518,Port Keats,42,AU,1586901806,60,-14.25,129.55,77.76,6.69
519,Te Anau,92,NZ,1586901806,69,-45.42,167.72,40.89,0.83
520,Aykhal,18,RU,1586901806,66,66.0,111.5,10.4,6.71
521,Barra Patuca,6,HN,1586901806,66,15.8,-84.28,84.29,20.31
522,Taungdwingyi,0,MM,1586901806,49,20.02,95.55,75.96,7.52
523,Morón,0,AR,1586901806,52,-34.65,-58.62,66.2,10.29
524,El Dorado,75,US,1586901806,50,33.21,-92.67,57.2,9.17
525,Banda Aceh,96,ID,1586901806,79,5.56,95.32,80.04,3.65
526,Constitución,13,CL,1586901807,50,-35.33,-72.42,62.37,10.8
527,Toamasina,40,MG,1586901807,100,-18.17,49.38,73.4,4.7
528,Sinnamary,43,GF,1586901807,71,5.38,-52.95,80.2,8.19
529,Cabinda,8,AO,1586901807,85,-5.55,12.2,81.16,6.62
530,Lexington Park,20,US,1586901587,44,38.27,-76.45,59.0,8.05
531,Bukama,49,CD,1586901807,76,-9.2,25.85,71.65,1.57
532,‘Ewa Beach,75,US,1586901619,61,21.32,-158.01,80.6,6.93
533,Chumikan,0,RU,1586901807,91,54.72,135.31,31.98,7.05
534,Newala,68,TZ,1586901807,91,-10.94,39.28,66.04,1.3
535,Fargo,90,US,1586901807,68,46.88,-96.79,26.6,6.93
536,Mumford,32,GH,1586901807,82,5.26,-0.76,82.44,9.15
537,Nikolskoye,75,RU,1586901807,98,59.7,30.79,34.0,4.47
538,Davila,75,PH,1586901807,83,18.47,120.58,78.8,2.24
539,Sirte,100,LY,1586901648,28,31.21,16.59,81.1,3.27
540,Kambove,100,CD,1586901808,66,-10.88,26.6,65.3,1.66
541,Caucayá,63,CO,1586901808,41,-0.19,-74.78,91.83,3.85
542,Al Bardīyah,0,LY,1586901808,55,31.76,25.09,63.59,13.38
543,Carandaí,99,BR,1586901808,71,-20.95,-43.81,63.45,4.38
544,Ntcheu,0,MW,1586901808,67,-14.82,34.64,64.33,3.65
545,Yenagoa,53,NG,1586901808,89,4.92,6.26,79.84,4.65
546,Shingū,83,JP,1586901808,47,33.73,135.98,49.53,5.99
547,Geraldton,40,AU,1586901808,77,-28.77,114.6,62.6,6.93
548,Komatipoort,24,ZA,1586901808,77,-25.43,31.95,70.0,1.01
549,Gizo Government Station,100,SB,1586901808,76,-8.1,156.84,83.25,3.89
550,Naryan-Mar,95,RU,1586901808,94,67.67,53.09,33.26,12.35
551,Poddor'ye,95,RU,1586901808,92,57.47,31.12,33.13,8.05
552,Kalispell,90,US,1586901808,25,48.2,-114.31,53.6,12.75
553,Tashara,97,RU,1586901808,94,55.52,83.51,38.88,3.67
554,Zhicheng,0,CN,1586901808,85,30.3,111.5,55.99,2.89
555,Ordynskoye,73,RU,1586901808,91,54.37,81.9,35.92,6.87
556,Catuday,41,PH,1586901808,76,16.29,119.81,77.86,4.34
557,Zapolyarnyy,75,RU,1586901808,97,69.42,30.81,33.8,18.34
558,Kununurra,91,AU,1586901809,94,-15.77,128.73,68.0,1.23
559,Rovaniemi,40,FI,1586901649,97,66.5,25.72,32.0,5.82
560,Bonavista,87,CA,1586901809,80,48.65,-53.11,43.0,10.0
561,Brandon,1,US,1586901664,62,27.94,-82.29,91.4,12.75
562,Roald,100,NO,1586901809,93,62.58,6.13,43.0,16.11
563,Tilichiki,100,RU,1586901809,96,60.47,166.1,15.21,8.48
564,Mānsa,97,IN,1586901809,18,29.98,75.38,82.08,4.74
565,Grand-Lahou,11,CI,1586901809,80,5.14,-5.02,82.8,9.66
566,Chapais,75,CA,1586901761,63,49.78,-74.85,26.6,21.92
567,Dalnegorsk,8,RU,1586901809,88,44.56,135.57,30.74,2.57
568,Kungurtug,0,RU,1586901809,51,50.6,97.52,31.55,1.7
569,Barth,75,DE,1586901809,78,54.36,12.72,42.8,17.22
570,Saint-Joseph,1,RE,1586901809,88,-21.37,55.62,75.2,19.46
571,Olafsvik,100,IS,1586901809,75,64.89,-23.71,38.28,23.67
572,Conde,100,BR,1586901809,74,-7.26,-34.91,82.4,8.05
573,Quryq,0,KZ,1586901809,79,43.2,51.65,49.51,16.28
574,Akdağmadeni,89,TR,1586901809,35,39.66,35.88,47.16,4.68
575,Athens,40,GR,1586901510,63,37.98,23.72,64.0,8.25
576,Guymon,90,US,1586901810,45,36.68,-101.48,48.2,7.23
577,Thunder Bay,75,CA,1586901787,33,48.4,-89.32,32.0,8.05
578,Ferkessédougou,56,CI,1586901810,35,9.6,-5.2,89.51,2.21
579,Chingirlau,94,KZ,1586901810,58,51.09,54.08,44.64,11.12
580,Aasiaat,100,GL,1586901810,95,68.71,-52.87,25.25,13.85
